,0,1
819,1.0,0.0
820,0.97,0.03
821,0.99,0.01
822,1.0,0.0
823,1.0,0.0
824,0.97,0.03
825,0.93,0.07
826,0.98,0.02
827,1.0,0.0
828,0.0,1.0
829,0.85,0.15
830,0.97,0.03
831,1.0,0.0
832,1.0,0.0
833,0.98,0.02
834,1.0,0.0
835,0.97,0.03
836,1.0,0.0
837,1.0,0.0
838,1.0,0.0
839,1.0,0.0
840,1.0,0.0
841,1.0,0.0
842,1.0,0.0
843,1.0,0.0
844,1.0,0.0
845,1.0,0.0
846,1.0,0.0
847,1.0,0.0
848,1.0,0.0
849,0.0,1.0
850,0.94,0.06
851,0.97,0.03
852,1.0,0.0
853,1.0,0.0
854,1.0,0.0
855,1.0,0.0
856,1.0,0.0
857,1.0,0.0
858,1.0,0.0
859,1.0,0.0
860,0.96,0.04
861,1.0,0.0
862,1.0,0.0
863,1.0,0.0
864,0.99,0.01
865,0.99,0.01
866,0.0,1.0
867,0.96,0.04
868,1.0,0.0
869,0.0,1.0
870,1.0,0.0
871,1.0,0.0
872,1.0,0.0
873,1.0,0.0
874,0.98,0.02
875,1.0,0.0
876,0.99,0.01
877,1.0,0.0
878,1.0,0.0
879,1.0,0.0
880,1.0,0.0
881,0.98,0.02
882,0.98,0.02
883,1.0,0.0
884,1.0,0.0
885,1.0,0.0
886,1.0,0.0
887,1.0,0.0
888,1.0,0.0
889,1.0,0.0
890,1.0,0.0
891,1.0,0.0
892,0.99,0.01
893,1.0,0.0
894,1.0,0.0
895,1.0,0.0
896,1.0,0.0
897,1.0,0.0
898,1.0,0.0
899,1.0,0.0
900,1.0,0.0
901,0.0,1.0
902,1.0,0.0
903,1.0,0.0
904,1.0,0.0
905,1.0,0.0
906,0.98,0.02
907,0.96,0.04
908,1.0,0.0
909,1.0,0.0
910,1.0,0.0
911,1.0,0.0
912,0.99,0.01
913,1.0,0.0
914,1.0,0.0
915,1.0,0.0
916,1.0,0.0
917,0.9,0.1
918,0.77,0.23
919,0.98,0.02
920,1.0,0.0
921,1.0,0.0
922,1.0,0.0
923,0.98,0.02
924,0.99,0.01
925,1.0,0.0
926,0.86,0.14
927,0.0,1.0
928,1.0,0.0
929,0.0,1.0
930,1.0,0.0
931,1.0,0.0
932,1.0,0.0
933,0.98,0.02
934,1.0,0.0
935,0.9,0.1
936,0.0,1.0
937,1.0,0.0
938,0.99,0.01
939,1.0,0.0
940,0.0,1.0
941,0.99,0.01
942,0.96,0.04
943,1.0,0.0
944,1.0,0.0
945,0.99,0.01
946,1.0,0.0
947,1.0,0.0
948,0.84,0.16
949,1.0,0.0
950,1.0,0.0
951,1.0,0.0
952,1.0,0.0
953,1.0,0.0
954,1.0,0.0
955,0.99,0.01
956,1.0,0.0
957,0.99,0.01
958,1.0,0.0
959,1.0,0.0
960,0.97,0.03
961,1.0,0.0
962,1.0,0.0
963,1.0,0.0
964,1.0,0.0
965,0.99,0.01
966,0.0,1.0
967,1.0,0.0
968,0.98,0.02
969,1.0,0.0
970,1.0,0.0
971,0.0,1.0
972,1.0,0.0
973,0.98,0.02
974,0.0,1.0
975,0.99,0.01
976,1.0,0.0
977,0.99,0.01
978,0.99,0.01
979,1.0,0.0
980,0.0,1.0
981,1.0,0.0
982,1.0,0.0
983,0.97,0.03
984,1.0,0.0
985,1.0,0.0
986,0.94,0.06
987,1.0,0.0
988,0.0,1.0
989,0.99,0.01
990,1.0,0.0
991,1.0,0.0
992,1.0,0.0
993,0.67,0.33
994,0.99,0.01
995,0.0,1.0
996,1.0,0.0
997,0.98,0.02
998,0.99,0.01
999,1.0,0.0
1000,1.0,0.0
1001,0.99,0.01
1002,1.0,0.0
1003,1.0,0.0
1004,0.98,0.02
1005,1.0,0.0
1006,0.99,0.01
1007,0.99,0.01
1008,1.0,0.0
1009,1.0,0.0
1010,0.0,1.0
1011,1.0,0.0
1012,0.94,0.06
1013,0.96,0.04
1014,1.0,0.0
1015,1.0,0.0
1016,1.0,0.0
1017,1.0,0.0
1018,1.0,0.0
1019,0.0,1.0
1020,1.0,0.0
1021,0.93,0.07
1022,0.92,0.08
1023,0.97,0.03
1024,0.98,0.02
1025,1.0,0.0
1026,1.0,0.0
1027,1.0,0.0
1028,0.0,1.0
1029,1.0,0.0
1030,0.95,0.05
1031,1.0,0.0
1032,0.98,0.02
1033,0.99,0.01
1034,1.0,0.0
1035,0.0,1.0
1036,1.0,0.0
1037,1.0,0.0
1038,0.98,0.02
1039,0.97,0.03
1040,1.0,0.0
1041,0.9,0.1
1042,0.99,0.01
1043,0.98,0.02
1044,1.0,0.0
1045,1.0,0.0
1046,1.0,0.0
1047,1.0,0.0
1048,0.99,0.01
1049,0.99,0.01
1050,1.0,0.0
1051,1.0,0.0
1052,1.0,0.0
1053,0.99,0.01
1054,0.92,0.08
1055,0.98,0.02
1056,1.0,0.0
1057,0.99,0.01
1058,1.0,0.0
1059,1.0,0.0
1060,1.0,0.0
1061,0.99,0.01
1062,1.0,0.0
1063,0.0,1.0
1064,1.0,0.0
1065,0.99,0.01
1066,0.99,0.01
1067,0.0,1.0
1068,1.0,0.0
1069,0.99,0.01
1070,0.99,0.01
1071,1.0,0.0
1072,1.0,0.0
1073,1.0,0.0
1074,0.91,0.09
1075,1.0,0.0
1076,1.0,0.0
1077,0.92,0.08
1078,1.0,0.0
1079,1.0,0.0
1080,0.97,0.03
1081,0.0,1.0
1082,1.0,0.0
1083,0.0,1.0
1084,0.97,0.03
1085,1.0,0.0
1086,1.0,0.0
1087,1.0,0.0
1088,0.0,1.0
1089,1.0,0.0
1090,1.0,0.0
1091,1.0,0.0
1092,0.87,0.13
1093,1.0,0.0
1094,1.0,0.0
1095,0.99,0.01
1096,0.97,0.03
1097,0.99,0.01
1098,1.0,0.0
1099,1.0,0.0
1100,1.0,0.0
1101,1.0,0.0
1102,1.0,0.0
1103,1.0,0.0
1104,0.98,0.02
1105,0.99,0.01
1106,1.0,0.0
1107,1.0,0.0
1108,1.0,0.0
1109,0.99,0.01
1110,0.99,0.01
1111,1.0,0.0
1112,0.0,1.0
1113,0.98,0.02
1114,0.98,0.02
1115,0.99,0.01
1116,1.0,0.0
1117,0.93,0.07
1118,1.0,0.0
1119,0.99,0.01
1120,0.99,0.01
1121,0.0,1.0
1122,1.0,0.0
1123,1.0,0.0
1124,0.0,1.0
1125,1.0,0.0
1126,0.0,1.0
1127,0.91,0.09
1128,0.98,0.02
1129,0.99,0.01
1130,1.0,0.0
1131,0.97,0.03
1132,1.0,0.0
1133,0.0,1.0
1134,1.0,0.0
1135,1.0,0.0
1136,0.99,0.01
1137,1.0,0.0
1138,0.97,0.03
1139,0.0,1.0
1140,1.0,0.0
1141,1.0,0.0
1142,1.0,0.0
1143,1.0,0.0
1144,1.0,0.0
1145,1.0,0.0
1146,0.96,0.04
1147,1.0,0.0
1148,1.0,0.0
1149,0.99,0.01
1150,1.0,0.0
1151,1.0,0.0
1152,0.97,0.03
1153,1.0,0.0
1154,0.99,0.01
1155,0.0,1.0
1156,1.0,0.0
1157,1.0,0.0
1158,1.0,0.0
1159,0.0,1.0
1160,0.98,0.02
1161,1.0,0.0
1162,1.0,0.0
1163,0.93,0.07
1164,1.0,0.0
1165,1.0,0.0
1166,1.0,0.0
1167,1.0,0.0
1168,1.0,0.0
1169,1.0,0.0
1170,1.0,0.0
1171,1.0,0.0
1172,1.0,0.0
1173,1.0,0.0
1174,0.0,1.0
1175,1.0,0.0
1176,1.0,0.0
1177,1.0,0.0
1178,1.0,0.0
1179,0.99,0.01
1180,1.0,0.0
1181,1.0,0.0
1182,1.0,0.0
1183,1.0,0.0
1184,0.0,1.0
1185,0.0,1.0
1186,1.0,0.0
1187,1.0,0.0
1188,0.88,0.12
1189,1.0,0.0
1190,1.0,0.0
1191,0.0,1.0
1192,1.0,0.0
1193,0.0,1.0
1194,1.0,0.0
1195,1.0,0.0
1196,1.0,0.0
1197,1.0,0.0
1198,1.0,0.0
1199,0.96,0.04
1200,0.99,0.01
1201,0.93,0.07
1202,1.0,0.0
1203,0.99,0.01
1204,1.0,0.0
1205,1.0,0.0
1206,1.0,0.0
1207,1.0,0.0
1208,0.99,0.01
1209,0.98,0.02
1210,1.0,0.0
1211,1.0,0.0
1212,0.99,0.01
1213,1.0,0.0
1214,1.0,0.0
1215,1.0,0.0
1216,1.0,0.0
1217,1.0,0.0
1218,0.99,0.01
1219,0.96,0.04
1220,1.0,0.0
1221,0.0,1.0
1222,1.0,0.0
1223,0.99,0.01
1224,0.96,0.04
1225,1.0,0.0
1226,1.0,0.0
1227,1.0,0.0
1228,1.0,0.0
1229,0.99,0.01
1230,0.97,0.03
1231,1.0,0.0
1232,1.0,0.0
1233,1.0,0.0
1234,1.0,0.0
1235,1.0,0.0
1236,0.97,0.03
1237,0.99,0.01
1238,0.99,0.01
1239,1.0,0.0
1240,0.99,0.01
1241,0.98,0.02
1242,1.0,0.0
1243,1.0,0.0
1244,1.0,0.0
1245,1.0,0.0
1246,1.0,0.0
1247,1.0,0.0
1248,0.99,0.01
1249,0.96,0.04
1250,0.99,0.01
1251,1.0,0.0
1252,0.0,1.0
1253,1.0,0.0
1254,0.99,0.01
1255,1.0,0.0
1256,0.0,1.0
1257,1.0,0.0
1258,0.99,0.01
1259,0.98,0.02
1260,1.0,0.0
1261,1.0,0.0
1262,1.0,0.0
1263,1.0,0.0
1264,1.0,0.0
1265,1.0,0.0
1266,1.0,0.0
1267,1.0,0.0
1268,1.0,0.0
1269,0.0,1.0
1270,1.0,0.0
1271,1.0,0.0
1272,1.0,0.0
1273,0.98,0.02
1274,1.0,0.0
1275,1.0,0.0
1276,1.0,0.0
1277,0.98,0.02
1278,0.0,1.0
1279,1.0,0.0
1280,1.0,0.0
1281,1.0,0.0
1282,1.0,0.0
1283,1.0,0.0
1284,1.0,0.0
1285,1.0,0.0
1286,1.0,0.0
1287,0.9,0.1
1288,1.0,0.0
1289,1.0,0.0
1290,0.95,0.05
1291,0.88,0.12
1292,0.99,0.01
1293,1.0,0.0
1294,1.0,0.0
1295,0.95,0.05
1296,0.97,0.03
1297,0.81,0.19
1298,1.0,0.0
1299,1.0,0.0
1300,0.98,0.02
1301,1.0,0.0
1302,0.98,0.02
1303,1.0,0.0
1304,1.0,0.0
1305,0.99,0.01
1306,0.99,0.01
1307,0.99,0.01
1308,1.0,0.0
1309,0.96,0.04
1310,0.99,0.01
1311,0.99,0.01
1312,0.98,0.02
1313,0.99,0.01
1314,0.99,0.01
1315,0.0,1.0
1316,0.99,0.01
1317,1.0,0.0
1318,1.0,0.0
1319,1.0,0.0
1320,1.0,0.0
1321,0.95,0.05
1322,1.0,0.0
1323,0.65,0.35
1324,0.97,0.03
1325,1.0,0.0
1326,0.0,1.0
1327,1.0,0.0
1328,1.0,0.0
1329,0.99,0.01
1330,1.0,0.0
1331,0.99,0.01
1332,1.0,0.0
1333,1.0,0.0
1334,1.0,0.0
1335,0.66,0.34
1336,0.95,0.05
1337,1.0,0.0
1338,0.81,0.19
1339,1.0,0.0
1340,1.0,0.0
1341,1.0,0.0
1342,1.0,0.0
1343,0.97,0.03
1344,1.0,0.0
1345,1.0,0.0
1346,0.0,1.0
1347,0.93,0.07
1348,0.99,0.01
1349,0.99,0.01
1350,1.0,0.0
1351,0.0,1.0
1352,0.0,1.0
1353,1.0,0.0
1354,1.0,0.0
1355,1.0,0.0
1356,1.0,0.0
1357,0.99,0.01
1358,0.82,0.18
1359,1.0,0.0
1360,1.0,0.0
1361,0.0,1.0
